TransactionNo,Items
3610,Fudge
3611,"Coffee, Hot chocolate"
3612,"Coffee, Hot chocolate, Cake, Cake"
3613,"Hot chocolate, Sandwich"
3614,"Sandwich, Mineral water, Truffles"
3615,Cake
3616,Scandinavian
3617,Coffee
3618,"Cake, Bread"
3619,Cake
3620,Coffee
3621,"Bread, Coffee, Cake"
3622,"Coffee, Bread"
3623,"Cookies, Cookies, Coffee, Coke"
3624,Bread
3625,"Hot chocolate, Tea, Cake, Brownie"
3626,Coke
3627,"Tea, Coffee"
3628,"Coffee, Bread"
3629,"Pastry, Bread"
3630,Bread
3631,"Tea, Cookies"
3632,Brownie
3633,Coffee
3634,Tea
3635,"Coffee, Bread, Sandwich"
3636,Scandinavian
3637,Coffee
3638,Bread
3639,"Coffee, Coffee, Pastry"
3640,Coffee
3641,Medialuna
3642,"Coffee, Muffin"
3643,"Bread, Pastry, The Nomad, Bread, Bread"
3644,Coffee
3645,"Coffee, Hot chocolate, Cake"
3646,"Bread, Coffee, Coffee, Pastry"
3647,"Bread, Coffee, Pastry, Brownie"
3648,Coffee
3649,Tea
3650,"Pastry, Bread"
3651,Tea
3652,"Coffee, Medialuna"
3653,Coffee
3654,"Hot chocolate, Tea, Bread"
3655,"Tea, Toast"
3656,"Coffee, Cake"
3657,Coffee
3658,Panatone
3659,"Coffee, Bread, Cake"
3660,Bread
3661,Bread
3662,Truffles
3663,Coffee
3664,Tea
3665,"Bread, Sandwich"
3666,Cookies
3667,Bread
3668,"Tea, Cake"
3669,Bread
3670,Coffee
3672,"Bread, Brownie"
3673,"Art Tray, Bare Popcorn, Juice, Coffee, Brownie, Muffin, Cake, Cookies, Panatone"
3674,Coke
3675,Tea
3676,Bread
3677,"Tea, Brownie"
3678,"Tea, Sandwich, Medialuna"
3679,"Tea, Hot chocolate"
3680,"Tea, Muffin, Cake"
3681,"Sandwich, Mineral water"
3682,"Pastry, Tea, Coffee"
3683,"Coffee, Hot chocolate"
3684,Medialuna
3685,"Bread, Muffin, Bread, Tea"
3686,Jam
3687,"Bread, Tea"
3688,Farm House
3689,"Bread, Brownie, Juice, Cake"
3690,"Coffee, Hot chocolate, Coffee, Cake"
3691,"Fudge, Fudge"
3692,"Cake, Cake, Juice"
3693,"Bread, Jam, Jam, Fudge, Fudge"
3694,Bread
3695,Bread
3696,"Pastry, Coffee"
3697,Bread
3698,"Coffee, Coffee, Medialuna"
3699,Pastry
3700,"Medialuna, Coffee"
3701,"Bread, Farm House"
3702,Fudge
3703,Bread
3704,Farm House
3705,"Medialuna, Medialuna, Pastry"
3706,Coffee
3707,"Muffin, Cake"
3708,"Bread, Pastry, The Nomad"
3709,"Pastry, Scone"
3710,"Coffee, Coffee"
3711,Coffee
3712,"Medialuna, Coffee, Hot chocolate, Bread, Scandinavian"
3713,"Brownie, Cake, Hot chocolate"
3714,"Coffee, Coffee, Cake, Brownie"
3715,"Hot chocolate, Coffee"
3716,"Coffee, Bread"
3717,Bread
3718,"Sandwich, Sandwich, Bread, Fudge"
3719,"Tea, Juice, Muffin, Gingerbread syrup"
3720,"Tea, Coffee"
3721,Coffee
3722,"Coffee, Brownie"
3723,Bread
3724,"Bread, Hot chocolate, Muffin, Smoothies"
3725,"Coffee, Hot chocolate"
3726,"Coffee, Scone, Juice, Cake, Brownie"
3727,Bread
3728,"Cake, Coffee"
3729,"Gingerbread syrup, Jam, Fudge, Fudge"
3730,Fudge
3731,Bread
3732,Coffee
3733,"Cake, Scone, Coffee, Tea, Tea, Brioche and salami"
3734,"Bread, Truffles"
3735,"Bread, Coffee"
3736,Bread
3737,"Frittata, Coffee"
3738,"Muffin, Cake"
3739,Hot chocolate
3740,"Coffee, Scone"
3741,Bread
3742,Bread
3743,Tea
3744,"Bread, Scone"
3746,Panatone
3747,"Sandwich, Bread, Coffee, Coke"
3748,Gingerbread syrup
3749,"Bread, Brownie, Bread"
3750,Frittata
3751,"Farm House, Cookies"
3752,"Tea, Scone"
3753,Bread
3754,Jam
3755,Tea
3756,"Tea, Bread"
3757,"Sandwich, Coffee"
3758,"Coffee, Scone"
3759,Cake
3760,"Cake, Scone, Cookies, Juice, Coffee, Coffee"
3761,"Coffee, Coffee"
3762,"Coffee, Hot chocolate"
3763,"Toast, Sandwich, Hot chocolate, Cookies"
3764,"Bread, Coffee, Tea"
3765,"Hot chocolate, Cake"
3766,"Bread, Panatone"
3767,Bread
3768,"Coffee, Gingerbread syrup"
3769,Bread
3770,"Coffee, Medialuna"
3771,Bread
3772,Bread
3773,"Coffee, Coffee, Toast"
3774,"Cake, Pastry, Bread, Bread"
3775,"Coffee, Juice, Cookies"
3776,"Coffee, Pastry, Medialuna"
3777,Bread
3778,Bread
3779,"Bread, Focaccia, Farm House"
3780,Bread
3781,"Bread, Medialuna, Pastry"
3782,"Coffee, Coffee, Scone, Coffee"
3783,"Hot chocolate, Tea, Pastry, Scone"
3784,Cake
3785,"Coffee, Hot chocolate, Crisps"
3786,"Coffee, Hot chocolate"
3787,"Bread, Hot chocolate, Pastry"
3788,"Scone, Frittata"
3789,Bread
3790,Pastry
3791,Hot chocolate
3792,Bread
3793,Coffee
3794,Bread
3795,"Bread, Toast"
3796,"Tea, Coke, Juice"
3797,"Coffee, Hot chocolate, Sandwich"
3798,Farm House
3799,"Hot chocolate, Coffee, Coffee, Tea, Cake, Cake, Medialuna, Pastry, Farm House"
3800,Coffee
3801,"Pastry, Fudge, Jam, Jam"
3802,"Bread, Farm House, Coke"
3803,"Hot chocolate, Coffee, Pastry"
3804,"Focaccia, Medialuna"
3805,Coffee
3806,"Coffee, Coffee, Cake"
3807,"Art Tray, Toast, Sandwich, Hot chocolate, Hot chocolate, Juice"
3808,Scone
3809,Bread
3810,Scandinavian
3811,Bread
3812,Scone
3813,"Medialuna, Tea, Coffee, Coffee"
3814,"Hot chocolate, Hot chocolate, Coffee, Cookies, Medialuna"
3815,Cookies
3816,"Tea, Coke, Frittata, Sandwich"
3817,Coffee
3818,Cookies
3819,Medialuna
3820,Bread
3821,"Coffee, Sandwich"
3822,"Bread, Coffee, Sandwich"
3823,Cake
3824,Coffee
3825,Coffee
3826,"Coffee, Sandwich"
3827,"Fudge, Jam, Focaccia"
3828,"Bread, Medialuna"
3829,"Coffee, Tea, Coffee, Coffee"
3830,Coffee
3831,"Focaccia, Panatone, Fudge"
3832,"Coffee, Coke"
3833,"Scandinavian, Farm House"
3834,Cookies
3835,"Bread, Cake"
3836,"Scone, Coffee, Tea"
3837,Sandwich
3838,Bread
3839,Coffee
3840,Tea
3841,Bread
3842,"Coffee, Coffee"
3843,"Scone, Cake, Tea"
3844,Hot chocolate
3845,Hot chocolate
3846,"Bread, Focaccia, Scandinavian"
3847,Hot chocolate
3848,Coffee
3849,Bread
3850,"Coffee, Medialuna, Pastry"
3851,Coffee
3852,"Coffee, Coffee, Pastry"
3853,"Coffee, Medialuna"
3854,Coffee
3855,"Coffee, Hot chocolate"
3856,"Coffee, Tea"
3857,"Coffee, Coffee"
3858,Coffee
3859,"Coffee, Coffee, Cake"
3860,"Coffee, Coffee, Coffee, Toast"
3861,"Hot chocolate, Tea"
3864,"Pastry, Medialuna, Gingerbread syrup"
3865,"Coffee, Coffee, Sandwich"
3866,"Sandwich, Coffee, Hot chocolate"
3867,Coffee
3868,"Coffee, Cake"
3869,"Cookies, Coffee"
3870,"Bread, Farm House"
3871,"Coffee, Coffee"
3872,Coffee
3873,"Medialuna, Pastry"
3874,"Coffee, Coffee"
3875,Coffee
3876,"Coffee, Medialuna, Pastry, Medialuna"
3877,"Toast, Tea, Coffee"
3878,Bread
3879,Farm House
3880,Bread
3881,Bread
3882,"Bread, Medialuna, Toast, Bread"
3883,"Coffee, Coffee, Tea, Bread"
3884,"Bread, Farm House, Bread, Coffee, Sandwich, Truffles"
3885,Coffee
3886,Coffee
3887,"Coffee, Cake"
3888,Coffee
3889,"Coffee, Hot chocolate, Bread, Cookies, Bread"
3890,Hot chocolate
3891,"Medialuna, Bread"
3892,Bread
3893,Bread
3894,Coffee
3895,"Coffee, Bread, Cake, Bread"
3896,Bread
3897,"Muesli, Bread"
3898,"Coffee, Coffee, Bread"
3899,Coffee
3900,Coffee
3901,"Bread, Coffee"
3902,Coffee
3903,Tea
3904,Tea
3905,"Bread, Crisps, Juice, Coffee, Hot chocolate, Truffles"
3906,Cake
3907,Fudge
3908,"Coffee, Tea"
3909,"Coffee, Juice, Coffee, Coke, Sandwich, Sandwich"
3910,"Sandwich, Sandwich"
3911,Bread
3912,"Coffee, Bread"
3913,"Bread, Coffee"
3914,Bread
3915,Coffee
3916,"Coffee, Coffee, Hot chocolate, Cake, Cake"
3917,"Sandwich, Coffee, Hot chocolate, Cookies, Crisps, Bare Popcorn, Coffee"
3918,Coffee
3919,"Hot chocolate, Hot chocolate"
3920,Coffee
3921,Bread
3922,Coffee
3923,Coffee
3924,"Tea, Bread"
3925,Bread
3926,"Coffee, Hot chocolate, Bread"
3927,Bread
3928,"Bread, Bread"
3929,"Tea, Medialuna, Bread"
3930,"Medialuna, Pastry, Coffee, Coffee, Toast"
3931,Medialuna
3932,Bread
3933,Farm House
3934,"Coffee, Coffee, Pastry, Toast"
3935,"Coffee, Cookies, Bread"
3936,"Cake, Bread, Jammie Dodgers, Coffee, Tea, Coffee"
3937,"Coffee, Coffee, Smoothies, Toast"
3938,"Coffee, Coffee, Smoothies, Toast"
3939,"Toast, Coffee, Smoothies"
3940,Bread
3941,"Bread, Bread"
3942,"Bread, Coffee"
3943,"Fudge, Bread, Coffee, Bread, Cake"
3944,"Bread, Pastry"
3945,"Tea, Frittata"
3946,"Sandwich, Coffee, Bread"
3947,Bread
3948,"Coffee, Hot chocolate, Bread"
3949,"Bread, Bread, Juice, Juice"
3950,Coffee
3951,"Hot chocolate, Bread"
3952,"Coffee, Coffee, Juice, Sandwich, Cake, Bread, Lemon and coconut"
3953,Bread
3954,"Hearty & Seasonal, Coffee, Coffee"
3955,Medialuna
3956,"Coffee, Coffee"
3957,"Bread, Pastry"
3958,"Pastry, Bread, Cake"
3959,Scandinavian
3960,"Coke, Tea, Hot chocolate, Medialuna"
3961,Coffee
3962,"Jammie Dodgers, Bread"
3964,"Medialuna, Coffee, Coffee"
3965,"Coffee, Bread"
3966,"Hot chocolate, Coffee"
3967,"Coffee, Bread, Juice, Truffles, Frittata, Cookies, Crisps"
3968,Bread
3969,"Coffee, Coffee, Cake, Frittata"
3970,Jammie Dodgers
3971,"Bread, Coffee, Cake"
3972,"Bread, Coffee, Cake"
3974,Jam
3975,"Bread, Coffee"
3976,"Coffee, Hot chocolate, Toast"
3977,Coffee
3978,Coffee
3979,"Hot chocolate, Bread"
3980,"Bread, Coffee"
3981,"Bread, Hot chocolate, Cake"
3982,"Hot chocolate, Coffee, Cookies, Medialuna, Cookies"
3983,"Hot chocolate, Medialuna, Pastry"
3984,"Bread, Bread"
3985,"Coffee, Juice, Cake, Vegan mincepie"
3986,"Medialuna, Coffee"
3987,Muesli
3988,"Bread, Coffee, Frittata, Farm House"
3989,Bread
3990,"Coffee, Muesli"
3991,Tea
3992,"Bread, Sandwich, Pastry, Bread"
3993,"Sandwich, Hot chocolate"
3994,"Coffee, Tea, Toast"
3995,"Sandwich, Tea, Coffee"
3996,"Hot chocolate, Coffee, Lemon and coconut"
3997,"Bread, Coffee"
3998,"Coffee, Cake"
3999,"Medialuna, The Nomad, Bread"
4000,Coffee
4001,Coffee
4002,"Hot chocolate, Hot chocolate"
4003,Farm House
4004,"Sandwich, Tea"
4005,Bread
4006,"Coffee, Smoothies, Frittata"
4007,Coffee
4008,"Bread, Pastry, Bread"
4009,"Coffee, Toast, Bread"
4010,Coffee
4011,"Coffee, Jammie Dodgers, Bread"
4012,"Coke, Sandwich"
4013,Medialuna
4014,Coffee
4015,Medialuna
4016,"Sandwich, Bread, Tea, Cake"
4017,Hot chocolate
4018,"Coffee, Frittata"
4019,Tea
4020,"Bread, Tea"
4022,"Coffee, Jammie Dodgers"
4023,"Bread, Coffee, Coffee"
4024,"Coffee, Coffee, Jammie Dodgers, Bread"
4025,"Coffee, Coffee, Bread"
4026,"Coffee, Hot chocolate, Jammie Dodgers, Vegan mincepie, Cake"
4027,"Coffee, Cookies"
4028,"Coffee, Tea, Bread"
4029,Coffee
4030,Bread
4031,"Bread, Bread"
4032,Tea
4033,Bread
4034,"Bread, Coffee"
4035,"Bread, Jammie Dodgers, Hot chocolate, Bread, Bread"
4036,"Bread, Bread"
4037,Coffee
4038,Pastry
4039,Tea
4040,"Bread, Coffee, Coffee, Cookies"
4041,Bread
4042,"Coffee, Vegan mincepie"
4043,Tea
4044,Coffee
4045,"Bread, Medialuna"
4046,Farm House
4047,"Coffee, Hot chocolate, Vegan mincepie, Jammie Dodgers"
4048,"Coffee, Coffee"
4049,Coffee
4050,"Bread, Medialuna"
4051,Bread
4052,Bread
4053,"Bread, Coffee"
4054,"Bread, Farm House"
4055,Coffee
4056,Coffee
4057,"Bread, Tea, Frittata"
4058,Farm House
4059,"Farm House, Pastry"
4060,Coffee
4061,Bread
4062,"Coffee, Hot chocolate, Cake"
4063,Scandinavian
4064,"Coffee, Hot chocolate, Cake, Jammie Dodgers, Bread, Pastry"
4065,"Coffee, Coffee, Bread"
4066,Scandinavian
4067,"Coffee, Coffee, Coffee, Sandwich"
4068,"Tea, Tea, Hot chocolate, Toast, Sandwich"
4069,"Sandwich, Tea"
4070,Farm House
4071,Bread
4072,"Coffee, Jammie Dodgers"
4073,Coffee
4074,Bread
4075,"Farm House, Medialuna"
4076,Coffee
4077,"Tea, Sandwich"
4078,"Cookies, Tea, Bread"
4079,Coffee
4080,Bread
4081,"Coffee, Bread"
4082,"Tea, Hot chocolate, Sandwich"
4083,Tea
4085,Sandwich
4086,"Coffee, Bread"
4087,Bread
4088,"Tea, Coke"
4089,"Cake, Tea"
4090,Bread
4094,Coffee
4095,"Coffee, Toast"
4096,Farm House
4097,"Bread, Bread"
4098,"Coffee, Coffee"
4099,Coffee
4100,"Coffee, Coffee, Toast"
4101,"Coffee, Coffee, Coffee"
4102,"Toast, Bread"
4103,Bread
4104,Coffee
4105,"Coffee, Coffee, Vegan mincepie, Vegan mincepie"
4106,Bread
4107,Coffee
4108,"Coffee, Toast"
4109,Coffee
4110,"Cookies, Cake, Bread, Coffee"
4111,"Tea, Cake"
4112,Bread
4113,"Coffee, Hot chocolate, Cookies"
4114,Coffee
4115,Cake
4116,Bread
4117,"Juice, Coffee, Sandwich, Sandwich"
4118,Coffee
4119,"Bread, Coffee, Frittata, Cookies, Mineral water"
4120,"Coffee, Muffin"
4121,"Sandwich, Coffee, Cake"
4123,Coffee
4124,"Coffee, Coffee, Vegan mincepie, Cake"
4125,"Cake, Cake, Coffee"
4126,Coffee
4127,"Frittata, Coffee"
4128,"Sandwich, Cookies"
4129,Tea
4130,Tea
4131,Tea
4132,"Bread, Vegan mincepie"
4133,"Muffin, Coffee, Hot chocolate"
4134,Bread
4135,"Hot chocolate, Coffee, Cake"
4136,Coffee
4138,"Hot chocolate, Sandwich"
4139,"Cake, Muffin, Coffee"
4140,Coffee
4141,"Coffee, Hot chocolate, Medialuna"
4142,"Medialuna, Cake, Coffee, Coffee"
4143,Bread
4144,"Coffee, Coffee, Toast"
4145,Bread
4146,Coffee
4147,Bread
4148,"Coffee, Coffee"
4149,"Coffee, Bread"
4150,Coffee
4151,Coffee
4152,"Coffee, Cake"
4153,"Coffee, Bread"
4154,"Bread, Cake"
4155,"Muesli, Cookies, Tea, Coffee"
4156,"Coke, Pastry, Cake"
4157,"Sandwich, Sandwich, Coffee"
4158,Juice
4159,"Coffee, Juice, Tea, Muffin, Sandwich"
4160,Medialuna
4161,"Pastry, Hot chocolate, Coffee, Bread"
4162,"Farm House, Tea"
4163,"Bread, Brownie"
4164,"Coffee, Brownie"
4165,"Coffee, Cookies"
4166,"Coffee, Brownie"
4167,"Bread, Cookies"
4168,Hot chocolate
4169,"Hot chocolate, Coffee, Pastry"
4170,"Bread, Brownie"
4171,"Coffee, Cake"
4172,"Brownie, Tea, Coffee"
4173,"Coffee, Coffee"
4174,Farm House
4175,Bread
4176,Bread
4177,Coffee
4178,Coffee
4179,Coffee
4180,"Tea, Toast"
4181,"Bread, Medialuna"
4182,"Bread, Toast"
4183,"Bread, Coffee, Medialuna"
4184,"Coffee, Bread"
4185,"Hot chocolate, Hot chocolate, Muffin"
4186,"Bread, Coffee, Juice"
4187,"Hot chocolate, Hot chocolate"
4188,"Bread, Coffee"
4189,"Coffee, Bread, Truffles"
4190,Brownie
4191,"Juice, Bread, Muffin"
4192,"Farm House, Brownie"
4193,"Coffee, Bread"
4194,Coffee
4195,Farm House
4196,"Juice, Coffee, Sandwich, Ella's Kitchen Pouches"
4197,"Coffee, Cake"
4198,"Tea, Bread"
4199,"Coffee, Coffee"
4200,Coffee
4201,Cookies
4202,"Vegan mincepie, Cookies, Sandwich, Toast"
4203,Bread
4204,Sandwich
4205,Bread
4206,"Bread, Cookies, Frittata"
4208,Sandwich
4209,Coffee
4210,"Frittata, Tea, Truffles"
4211,"Coffee, Truffles, Frittata, Pastry, Fudge"
4212,"Juice, Sandwich, Sandwich"
4213,Pastry
4214,"Sandwich, Medialuna"
4215,"Coffee, Juice"
4216,Bread
4217,Bread
4218,Brownie
4219,Bread
4220,Coffee
4221,Eggs
4222,Bread
4223,"Coffee, Bread"
4224,"Truffles, Bread"
4225,"Toast, Coffee, Juice"
4226,"Coffee, Coffee, Bread"
4227,Bread
4228,Coffee
4229,Bread
4230,"Tea, Toast"
4231,"Toast, Coffee"
4232,Bread
4233,"Tea, Coffee, Coffee, Toast"
4234,"Coffee, Cookies, Toast"
4235,Bread
4236,"Coffee, Toast"
4237,"Coffee, Coffee, Coffee, Cookies, Cookies"
4238,"Coffee, Medialuna"
4239,"Bread, Cookies"
4240,"Coffee, Toast"
4241,"Coffee, Muffin"
4242,"Tea, Cookies, Cake, Medialuna"
4243,"Medialuna, Bread, Coffee, Coffee, Scandinavian"
4244,"Medialuna, Coffee"
4245,"Medialuna, Coffee, Bread, Frittata, Muffin"
4246,"Coffee, Medialuna"
4247,Coffee
4248,Bread
4249,Bread
4250,Coke
4251,"Coffee, Bread, Bread"
4252,Coffee
4253,Sandwich
4254,Bread
4256,Coffee
4257,"Coffee, Coffee, Sandwich"
4258,"Coffee, Pastry"
4259,"Bread, Cake"
4260,Bread
4261,Bread
4262,Sandwich
4263,Afternoon with the baker
4264,Juice
4265,Coffee
4266,"Farm House, Scone"
4267,Coffee
4268,Farm House
4269,"Coffee, Coffee, Bread, Pastry"
4270,"Coffee, Frittata, Bread, Tea"
4271,Pastry
4272,"Bread, Medialuna"
4273,"Coffee, Coffee"
4274,Bread
4275,"Coffee, Hot chocolate"
4276,"Bread, Bread"
4277,"Medialuna, Medialuna"
4278,Coffee
4279,Bread
4280,"Pastry, Bread"
4281,"Coffee, Medialuna"
4283,"Tea, Cake"
4284,"Coffee, Bread"
4285,"Coffee, Medialuna, Bread"
4286,Coffee
4287,Bread
4288,"Coffee, Scone"
4289,Pastry
4290,"Coffee, Pastry"
4291,"Coffee, Coffee, Toast, Scone"
4292,"Coffee, Coffee"
4293,Scandinavian
4294,Coffee
4295,"Coffee, Coffee, Pastry, Bread"
4296,Bread
4297,"Coffee, Coffee"
4298,"Sandwich, Bread, Hot chocolate, Bread"
4299,"Coffee, Coffee, Pastry"
4300,Bread
4302,"Bread, Bread"
4303,Coffee
4304,Scandinavian
4305,Cake
4306,"Scandinavian, Bread"
4307,"Coffee, Bread"
4308,"Medialuna, Coffee"
4309,"Frittata, Tea"
4310,"Coffee, Coffee, Jammie Dodgers, Scone"
4311,Coffee
4312,"Bread, Jammie Dodgers, Tea, Coffee"
4313,"Coffee, Coffee"
4314,"Sandwich, Smoothies, Truffles, Mineral water"
4315,"Bread, Coffee"
4316,"Sandwich, Coffee"
4317,"Hot chocolate, Tea"
4319,"Sandwich, Coke"
4320,Farm House
4321,"Coffee, Jammie Dodgers"
4322,Afternoon with the baker
4323,"Bread, Scandinavian"
4324,"Medialuna, Scone, Focaccia"
4325,Bread
4326,"Sandwich, Coffee"
4327,"Medialuna, Bread"
4328,Bread
4329,Bread
4330,"Sandwich, Sandwich, Truffles"
4331,Scandinavian
4332,Muffin
4333,"Coffee, Coffee, Bread, Scone"
4334,"Tea, Hot chocolate, Coffee, Scone, Sandwich"
4335,"Coffee, Tea"
4336,Scandinavian
4337,"Tea, Coffee, Frittata"
4338,"Coffee, Coffee, Frittata, Muffin, Scandinavian"
4339,Coffee
4340,"Tea, Bread"
4341,"Sandwich, Coffee, Coffee, Muffin, Jammie Dodgers, Fudge, Bread"
4342,"Coffee, Coffee"
4343,Focaccia
4344,"Bread, Truffles, Muffin"
4345,Coffee
4346,"Scone, Frittata, Tea, Bread"
4347,"Tea, Truffles, Sandwich"
4348,"Bread, Tea"
4349,"Tea, Bread"
4350,"Coffee, Hot chocolate, Bread, Cake, Sandwich"
4351,Coffee
4352,"Bread, Coffee, Coffee"
4353,Sandwich
4354,"Tea, Coffee, Tiffin, Scone"
4355,Scone
4356,"Scone, Farm House"
4357,"Coffee, Coffee, Cake"
4358,"Tea, Bread"
4359,Cake
4360,"Bread, Coffee"
4361,"Truffles, Toast, Frittata"
4362,"Bread, Pastry"
4363,"Medialuna, Coffee"
4364,"Medialuna, Pastry"
4365,Bread
4366,"Bread, Coffee, Medialuna"
4367,Bread
4368,"Coffee, Tiffin"
4369,Bread
4370,Bread
4371,"Bread, Coffee, Medialuna"
4372,"Tea, Muesli, Bread"
4373,Scandinavian
4374,"Coffee, Hot chocolate, Tiffin, Bread"
4375,Coffee
4376,"Tea, Smoothies, Sandwich"
4377,"Tiffin, Bread, Smoothies, Coffee, Jammie Dodgers, Sandwich"
4378,"Coffee, Bread"
4379,"Coffee, Coffee, Sandwich, Sandwich"
4380,Bread
4381,Bread
4382,Coffee
4383,Bread
4384,Coffee
4385,"Vegan mincepie, Jammie Dodgers, Cake, Tiffin"
4386,Farm House
4387,"The Nomad, Tea"
4388,Bread
4389,"Coffee, Coffee, Hot chocolate, Hot chocolate, Cookies, Sandwich"
4390,Coffee
4391,"Coffee, Cake"
4392,"Coffee, Truffles, The Nomad, Muffin"
4393,"The Nomad, Frittata, Sandwich, Coffee, Coffee, Bread"
4394,"Coffee, Coffee"
4395,"Coffee, Coffee"
4396,"Bread, Sandwich"
4397,"Coffee, Coffee"
4398,"Coffee, Bread, Cake, Tiffin"
4399,"Tiffin, Muffin, The Nomad, Truffles, Bread"
4400,Tea
4401,Juice
4402,"Bread, Vegan mincepie"
4403,"Bread, Coffee, Medialuna, Hearty & Seasonal, Bread"
4404,"Tea, Hot chocolate"
4405,Afternoon with the baker
4406,Bread
4407,Coffee
4408,Bread
4409,Bread
4410,Tea
4411,"Juice, Pastry"
4412,Coffee
4413,Coffee
4414,Bread
4415,"Coffee, Toast, Cookies, Coffee"
4416,Bread
4417,"Coffee, Coffee, Pastry, Medialuna"
4418,"Coffee, Coffee, Muffin"
4419,Coffee
4420,"Bread, Scone"
4421,"Muffin, Coffee, Coffee"
4422,Bread
4423,"Coffee, Tea"
4424,"Juice, Pastry, Medialuna"
4425,"Pastry, Coffee"
4426,"Coffee, Coffee, Cookies, Scone"
4427,"Tea, Coffee"
4428,Coffee
4429,"Farm House, Farm House"
4430,"Medialuna, Coke, Juice"
4431,Coffee
4432,Coffee
4433,"Coffee, Tea, Cake"
4434,Coffee
4435,"Sandwich, Coffee, Scone"
4436,"Tea, Toast"
4437,Coffee
4438,Bread
4439,Farm House
4440,"Tea, Jammie Dodgers, Scone"
4441,"Coffee, Scone"
4442,"The Nomad, Cake"
4443,"Coffee, Coffee, Medialuna, Cake"
4444,"Jammie Dodgers, Farm House"
4445,"Coffee, Bread, Tea"
4446,"Bread, Tea"
4447,"Tea, Cookies"
4448,Bread
4449,Coffee
4450,Bread
4451,"Farm House, Coffee"
4452,Farm House
4453,"Tea, Cookies"
4454,Coffee
4455,Bread
4456,"Hot chocolate, Pastry, Bread"
4457,"Coffee, Cake"
4458,Tea
4459,Bread
4460,Bread
4461,"Coffee, Scone"
4462,"Scone, Coffee"
4463,Coffee
4464,"Farm House, Scandinavian, Coffee, Toast, Cake"
4465,"Coffee, Bread"
4468,"Coffee, Farm House"
4471,"Sandwich, Tea"
4472,Muffin
4475,"Sandwich, Coffee, Scone"
4476,Farm House
4477,Sandwich
4478,"Coffee, Bread"
4479,"Tea, Tea"
4480,Sandwich
4482,Coke
4483,Jammie Dodgers
4484,"Scone, Muffin, Pastry, Frittata"
4485,Cake
4486,"Pastry, Coffee"
4487,"Cake, Cake"
4489,"Hearty & Seasonal, Coffee, Tea"
4490,"Fudge, Bread"
4491,Coffee
4492,Bread
4493,"Coffee, Cake"
4494,Coffee
4495,Coffee
4496,Tea
4497,Bread
4498,Bread
4499,Bread
4500,"Toast, Coffee, Coffee, Muffin"
4501,"Medialuna, Medialuna, Hot chocolate, Coffee"
4502,Bread
4503,"Bread, Pastry"
4504,Bread
4505,Coffee
4506,"Tea, Sandwich"
4507,Coffee
4508,"Medialuna, Coffee, Farm House"
4509,"Coffee, Muffin"
4510,"Hot chocolate, Coffee"
4511,Coffee
4512,"Tea, Toast, Tiffin, Muffin"
4513,"Cookies, Bread, Farm House"
4514,Bread
4515,Granola
4516,"Scone, Coffee, Coffee"
4517,Bread
4518,"Coffee, Medialuna"
4519,"Coffee, Coffee, Pastry, Muffin"
4520,"Hot chocolate, Coffee"
4521,Bread
4522,Bread
4524,"Bread, Coffee"
4525,Bread
4527,"Coffee, Hearty & Seasonal"
4528,Bread
4529,"Coffee, Coffee, Art Tray, Sandwich, Bread"
4530,"Bread, Cake"
4531,"Muffin, Alfajores, Tiffin, Tea"
4532,Coffee
4533,Scandinavian
4534,"Afternoon with the baker, Cake"
4535,Bread
4536,"Bread, Cake, Coffee, Tea, Scandinavian"
4537,Scandinavian
4539,"Coffee, Coffee"
4540,"Bread, Sandwich"
4541,Afternoon with the baker
4542,Cake
4543,Tea
4545,"Coffee, Cake"
4546,Coffee
4547,"Coffee, Bread, Cake"
4548,"Scone, Coffee"
4549,"Hot chocolate, Hot chocolate"
4550,"Tea, Cookies, Cake"
4551,Coffee
4552,"Pastry, Pastry, Tea, Bread"
4553,"Coffee, Toast"
4554,"Bread, Coffee"
4555,Coffee
4556,Farm House
4557,"Tea, Coffee"
4558,Cookies
4559,Coffee
4560,Bread
4561,"Jammie Dodgers, Juice"
4562,Bread
4563,"Cake, Coffee, Tea"
4564,Hot chocolate
4565,"Coffee, Alfajores, Alfajores, Bread"
4566,"Tiffin, Cookies, Coffee"
4567,Jammie Dodgers
4568,"Coffee, Tea, Cake, Toast"
4569,"Coffee, Coffee"
4570,"Coffee, Vegan mincepie"
4571,"Bread, Tea"
4572,"Toast, Coffee, Coffee"
4573,Tea
4574,Coffee
4575,Cake
4576,Coffee
4577,Bread
4578,"Toast, Coffee"
4579,Cookies
4581,"Tea, Toast"
4582,Farm House
4583,Coke
